cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
Ugxa-GrkyN3buj_j5G94AaABAg,Bro Timothy maju terus the king crypto 🔥👍🎉 aku salat show kemarin bantu seorang ibu yang minta jasa mengolah keuangan tapi beliau bantu si ibu dengan keuangan nya respek 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 dan sungguh mulia bangun sekolah an mencerdaskan bangsa Indonesia 🇮🇩 tercinta ❤️❤️❤️ Tuhan selalu memberikan rejeki nya bagi orang orang yang iklas membentuk manusia ciptaan nya 🙏🙏🙏,1 hari yang lalu,@yerrymax-s9p,UCiIKvA9d0TttqE8ockS5NxA,39,5,https://yt3.ggpht.com/vwbQ78FYWEl1wdBkuDYQehc5-lBFrJI8TLnzkzE9JerZU0Jo-HeKdw4qpUe1DLmPG7b0_t4xBQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750165702.383612,
UgwJoz6KVrGGXuidfbt4AaABAg,"Asli ni isinya daging semua obrolannya, gak sia sia waktu ku buat nonton",13 jam yang lalu,@zainulsukiman3503,UCABEKo8094vh3rXWFL-dsVQ,1,,https://yt3.ggpht.com/ytc/AIdro_nDXFRPiAuihIvWuQRBKFf5IK5R8M40AQlAZZiolggMwp8ohjxFqxs0Mrk9ANKus05UJg=s88-c-k-c0x00ffffff-no-rj,True,False,1750205302.385612,
Ugwm9dr5YlssgvRoLe54AaABAg,Baru tahu Timothy ini rupanay anak muda yg sering di sebut2 ms gibran di saat itu..mmng genius bet anak nie,23 jam yang lalu,@roshanray-zj6vo,UCirLlXEc2XoNISvL8zzebbA,4,,https://yt3.ggpht.com/cR-S7-xHK0dz0E-M6wRYu3JOY0zmCu9RmkNZ-OtNvgVS0cA6H5yc8aWEo4dM-fUA_hTZ8fZ6=s88-c-k-c0x00ffffff-no-rj,False,False,1750169302.387628,
UgyzQyZGVqmwoB0fENF4AaABAg,"Menurutku ini podcast Timothy yang ngajakin, dia berniat men clear kan pandangan orang tentang dirinya. Respect buat kalian berdua...",1 hari yang lalu,@KeisyaRamadhani1778,UCYBKO-xaa6D0RBmnvbuX6BA,107,14,https://yt3.ggpht.com/1ph_Y42FrwcLUPz6pFxgIS5ETgDZwq7ekgkgG_oSnyToIRftU-o04Z6P0e1VaM0791SDBe0o=s88-c-k-c0x00ffffff-no-rj,False,False,1750165702.390632,
Ugwu-x9StafJU1lxMeN4AaABAg,Timothy WNI keturunan yang sangat perduli dengan pribumi luar biasa salut buat Timothy,1 hari yang lalu,@ariadibudisetiawan6818,UCjpyiV6hezvu-PmuTJD8hsw,31,2,https://yt3.ggpht.com/ytc/AIdro_mtN8fqjJoZuZJjOk-Rbd36SzJUW0RsDnC0E3qk586u1eM=s88-c-k-c0x00ffffff-no-rj,False,False,1750165702.392632,
UgzQiJSO1ZJgu7oEOl14AaABAg,"Ini Sih Misi balas dendam krn Kemiskinan, Timothy lu Keren..berusaha Menciptakan perubahan..yg terpenting lu udah usaha, hasil kerjamu pasti tidak akan sia sia, karena dampaknya tetap akan terus tumbuh..pokonya the best",9 jam yang lalu,@ffun9447,UC9WdyESE-dPh3fwrJ2rswbA,0,,https://yt3.ggpht.com/YoTLyVDbjqtRCJqhaDVJdb1rCdKyUmAdPOAR4zNm3uq7_fpnRridLDINju-ua0y3UqAqVAL_pQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750219702.395609,
UgzqXj2J_FQvDnDVX9d4AaABAg,"Abis nonton youtube nya ustad barusan dia bilang ""orang yg paling beruntung dikasih kelebihan sama tuhan adalah orang yang bijaksana, dia bisa memilih mana yang benar benar baik dan yang engga, mana yang benar benar teman atau musuh"". 

Pas nonton ini padahal beda channel ternyata damn dapet pembelajaran lagi gue. Emang sebenernya indo rakyat nya harus banyak belajar bijaksana sih jangan cuma kebanyakan nyinyir 😢",1 hari yang lalu,@Winiio,UC3Ngt8TTmGurSBlkhFP_LvQ,86,4,https://yt3.ggpht.com/eQXJWoguUDphDLQGKpqEHfmU6B2eBhkfjtF6NQuwQhLFJ95RQk2ymbB2f6PaZlBVSpKCLw45bQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750165702.397611,
Ugysv2cBdIDuEJrigmt4AaABAg.AJSxz63RLnhAJT88Q8l9mD,Tidak berguna tepatnya,1 hari yang lalu,@Rentisatianty,UCcAvWrkYRV7I_9QCtk3Na6g,2,,https://yt3.ggpht.com/ytc/AIdro_lp9OQ-_ykMGuXZ9KrcKyPSm9kA9vB9cMF5T5UXie-0OmMMmgygTjG1BuATiGxiSrkuCQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750165702.629304,
Ugysv2cBdIDuEJrigmt4AaABAg.AJSxz63RLnhAJT8THeOy5r,Dan itu fakta,1 hari yang lalu,@lyrickjo3778,UC6PCJnLATkn1jG41gasHarw,2,,https://yt3.ggpht.com/EtBQReL_ib5NTA8WBnRaG-bQ13AFZvpqRgDgu182yhnpedoVGn8CN27itQFWeWfnNjNivCmK=s88-c-k-c0x00ffffff-no-rj,False,True,1750165702.635308,
Ugysv2cBdIDuEJrigmt4AaABAg.AJSxz63RLnhAJTc9oLpaKI,tapi ncek bilang kalau kalian masih mencemooh pemerintah sendiri berarti kalian bukan orang pintar (pikir sendiri apa bahasa orang tidak pintar)😂,1 hari yang lalu,@farz881,UCHP0AgLGUUmrIcBLnTqh1BA,1,,https://yt3.ggpht.com/VyPjqVesJad63dcHBZBYKoPAvjDYcxbsotQu_b1fVXfP6bO8iqqE2nLf_FeQZZ1hVdop_BMH_Fs=s88-c-k-c0x00ffffff-no-rj,False,True,1750165702.637306,
Ugz-WNQJZxUMnf48ej14AaABAg.AJTmVs1LCppAJUOspixHj5,"namanya jual narasi, ditanya siapa yg ngomong gitu jg ga bisa dia buktikan. NTT jg luas, itu knp dia ga pernah nyebut nama kotanya",17 jam yang lalu,@richys168,UCdql1QLk8KP_DQOZUt8CQqQ,0,,https://yt3.ggpht.com/ytc/AIdro_kPg1XDHDRlaVeCz1S1TvwlXrxMWY-ZP_s5nrIL_nQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750190902.843566,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJSr9sAUY0W,"Padat jadwal bro tim sekarang,live aja cuman 1 Minggu sekali sekarang",1 hari yang lalu,@adampoutra3072,UCtKD4_KjCoUbYrREI9Qp94w,0,,https://yt3.ggpht.com/ytc/AIdro_mw2N2B7x-y4JvVrICmZbE77C6zga0DrCduSC5TC141TE0=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.329893,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJT235D3fmD,"lah bayangin aja gimana gak tergiur clipper tiktok, dinilai cuma dari fyp lewat di tim-nya Timothy, tanpa syarat followers, dikasih Rp.1jt",1 hari yang lalu,@arbw_,UCygJ_zbrDVmjSsb2MuTGzKA,5,,https://yt3.ggpht.com/ytc/AIdro_nZZ9g1nv7RCfiVQN9ZfyfEJfCEe0N5LAcR2TZjXuqYtg=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.334905,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJT47K6pE4v,"Statement nya Timothy sangat setuju sih, mengedukasi...  tpi kebnykn orng Males jadi ikut2an cari cuan nya ke crypto, pdhal High Risk",1 hari yang lalu,@childboardinghouse5487,UCCTQCdUs21yKwaj-6kPmjjg,4,,https://yt3.ggpht.com/ytc/AIdro_l9nxEXapsJFjMLFst-ZmV0MqSRVQYleTDrXGW-A5szSg=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.337901,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJT8tD2Gfw_,​ @arbw_ ya itu lah cara dia buat narikin org² yg memang punya potensi di bidang editing dan bikin org ² mau gamau di paksa kreatif,1 hari yang lalu,@achewaka,UCZ3CSZANAbhxXGO7zjnEwwg,1,,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.341002,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJTBlNEyU9y,"kan emang dia ngerti pasar sosmed indo dari awal konten.
& pengikut²nya itulah sumber cuan dia.",1 hari yang lalu,@benalue,UCBYpdhlgc8uehciH2CrINtA,1,,https://yt3.ggpht.com/YS-6aUfSbXd_jcUCoQ_31ihSxEEOvh8vZQ9X14G5TAdvPmHqbRUQtxEz-WxMgvmAn_ZLZw1jR14=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.343901,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJTDgS-evtR,"lu aja gk paham statement kopi 80k , pdhl statement itu gk absurd , lu beli kopi 80k di hotel , lu bisa ketemu konglomerat atau orang pintar semacammnya dan lu bisa belajar dengan mereka dibanding lu kopi 5k dengan baoak"" ,",1 hari yang lalu,@Kzyen-Zy,UCtb_DVENDBc1xZle2TaJaUA,2,,https://yt3.ggpht.com/Zd3m7I57eNNKjInLcVLEXQqELzLEN6ucsfDgUUAv6BjQnyqI5IRtH7xO-LWPl61KVHs5-K8T_nw=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.346984,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJTHWrIv-7z," @arbw_  Secara bisnis, dia modal 1jt untuk bisa dapat misal 1000rb video, dibandingkan 1jt untuk jasa kang video paling cuma dapat berapa biji, nice move",1 hari yang lalu,@prokontra6827,UC98s1FqAQiooc3Y50ViAslQ,0,,https://yt3.ggpht.com/ytc/AIdro_kVXyLmXUxG067sDgrn4Dme89YwGGAoAH7gb1thoX6RYg=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.588833,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJTJOqGAEbK,​ @Kzyen-Zy  oi buzzer statemen kopi 80rb aja itu ngopi influencer luar taek kata gw,1 hari yang lalu,@laynda250,UC5_g9JXPbbZ7mEK5je4g5fg,0,,https://yt3.ggpht.com/ytc/AIdro_mOqnka_1FaysiUCbMqKeJAZ8-xUL18l9T6HTmPe0w=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.593747,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJTJTUeMgtB,Taek bocil kripto ngopi influencer luar doank,1 hari yang lalu,@laynda250,UC5_g9JXPbbZ7mEK5je4g5fg,0,,https://yt3.ggpht.com/ytc/AIdro_mOqnka_1FaysiUCbMqKeJAZ8-xUL18l9T6HTmPe0w=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.595747,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJTQjnnUBlT,"​ @benalue dia bakar duit, Ndak ngambil duit dr sosmed",1 hari yang lalu,@ithengtuti7925,UC4VXk78gKBddEfOoNpa8O-Q,0,,https://yt3.ggpht.com/ytc/AIdro_lsIO0KH93OMfL3PN3kkxTUk7TsNceOYa6t219yVP8ios1EvW8tDuW7p3U0VVLxkXJlUA=s88-c-k-c0x00ffffff-no-rj,False,True,1750165703.598743,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJTqm0b3Q7P,bagus dari pada aaaclan akan menguasai internet tai wkwk,22 jam yang lalu,@awikwok212,UCO906onhsxH7DVJfE0Lm49w,0,,https://yt3.ggpht.com/ytc/AIdro_nLOZiVoOnOY9sRG6PEfbeJQZgNEc94Ld_-R0YhapW-QHpFlNNHtQIwpPu8VJKX5wVYKg=s88-c-k-c0x00ffffff-no-rj,False,True,1750172903.601838,
UgzgT8SKAd3cKT3BYP94AaABAg.AJSr0x9fGMcAJUJI9Ko7hx,⁠ @Kzyen-Zy  terus lu sendiri udah ngopi 80rb dan udah belajar ama konglomerat belom?,18 jam yang lalu,@RayPramandita,UCCO9zHQ77Ed7XqgKgTkuPTw,0,,https://yt3.ggpht.com/ytc/AIdro_nda3NuW4HXFz11TFja6elUTDgEB9wuwjLWBcCho3VqWai3G3DxOL09_d1cje349l3kKw=s88-c-k-c0x00ffffff-no-rj,False,True,1750187303.605744,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJSz8ZfrB31,Widihh selamat bg,1 hari yang lalu,@ElloGTPS,UCobJUGG_1gN7T5Hih-ESqEA,2,,https://yt3.ggpht.com/oA4gkdmbfOrgFvWndZeYFz_3F8bVUUHrcARgqDWh9TiQu4WcuvoIxpo2JaDkbUPqUSO5Vax09A=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.045871,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJSzD6r7uQh,Bagi saya kalo dokter dinilai sukses dr pengabdiannya bukan kekayaannya,1 hari yang lalu,@ekadamayan9790,UCg0qeIk8Db1I11b6I7hULZA,9,,https://yt3.ggpht.com/ytc/AIdro_nVurNqo8NvXLn9Vh4rE7IUW7CXZpeykTlcsArZVi2m5Ys=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.051196,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJSzPI_sWB1,Stress,1 hari yang lalu,@ONCHEL666,UC5lrRfw5NS_UrHnawb83m8g,5,,https://yt3.ggpht.com/jPiX9PhroGXLQdYM57RXfM0GLm9e-_QxKbaRYjAiAAuUvLmqWhXbw2nVYIysw5nr0z2BY2T4=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.056194,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJSzUC3Khpc,dari titel dokternya aja udah keliatan kalo lu bukan dari keluarga miskin😅,1 hari yang lalu,@masbendoel9993,UCqPsBtx7Vec3y7krzKR1dyg,4,,https://yt3.ggpht.com/y2E4HmyVzQlSAnv0oJsoPxo2DgXbqzXJYBv19DjBqcsXNwfujZM367wuH1kUTMurDaj9zuYgSA=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.058193,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJSzUg_h6Zv,boleh info kliniknya dimana bg wkwkw,1 hari yang lalu,@Beltesha,UCMrrIXiLg9K1nOFlnQImCAg,1,,https://yt3.ggpht.com/ytc/AIdro_k_QNIbHileIvKqR4gskCl20HIQ9fbv-3_dFVp-vWmam75VFD69o7xWdiXX4FHY2gUjrQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.061288,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJSz_CXQeQV,​ @ONCHEL666  orang berterimakasih loh dibilangi stress,1 hari yang lalu,@isaalexander371,UCZcM-Et-PhfKAUm-_dNlabw,12,,https://yt3.ggpht.com/ytc/AIdro_mwQAakaftXLFme86poFEYIEA6TBz0jP2g0kAUobFZu9qI=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.063282,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJT2GwHx5ya,kka yang di bilang menit 10 / 15 ?? :D,1 hari yang lalu,@KLFishingChanel,UC6Ddwh-qN5Sn8Og0AUFy7EQ,1,,https://yt3.ggpht.com/WigmYJWoHM1yqpMo3LAddb0fJw7jLcyVjMOd-qnw6UHWpqsb5D_lm9soA57keIKpDLJG1iBH1LM=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.326359,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJT2TaJBWbC, @isaalexander371  itulah salah satu contoh orang yang disebut sama bro Tim 😁,1 hari yang lalu,@arbw_,UCygJ_zbrDVmjSsb2MuTGzKA,1,,https://yt3.ggpht.com/ytc/AIdro_nZZ9g1nv7RCfiVQN9ZfyfEJfCEe0N5LAcR2TZjXuqYtg=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.331362,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJT2czMTNoy,"sebut saja , nggak usah sungkan bilang 
KAYA DARI ASET ORANG TUA :v",1 hari yang lalu,@NuryaShort,UCdprXrqk2XsiP0Pm-CG2YgQ,1,,https://yt3.ggpht.com/8q9aF9-vZ6-sJuOqzDNXEcFM1Snit9TEtpADxZjXEdS3OaeOj0eN8sKhhnjk7VpQ1Wal5K2VEA=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.335357,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJT6Q_jrNcr,Komentnya diatas mirip2 semua saya gk tau ini buzzwr atau tidak mudah2an bukan buzzer,1 hari yang lalu,@simondajawak4867,UCRRihP-laSYilLGSfhiFwbQ,1,,https://yt3.ggpht.com/ytc/AIdro_ncFrL-c_slDRlrE2mlU7omNYiadxQtW_2RtqhUlCB-I1Y=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.338367,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJT6ft0x4TF,​ @NuryaShort  cie org miskin lagi iri😂😂,1 hari yang lalu,@raihanar3238,UC02lWsbWPi5xn9E0HezjzxA,0,,https://yt3.ggpht.com/ytc/AIdro_k3wg8Q3W5msld9BhVOpbymDt_Rr8fjOdSvgTk-uT8dnQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.341369,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJTDFRFu5EW," @isaalexander371  Biarin bro, itu maksudnya dia yang lagi stress karena hutang & judol. 🗿",1 hari yang lalu,@paksiadityanokianto9512,UCJqw8knyFqflEvxi0sL4mkw,0,,https://yt3.ggpht.com/ytc/AIdro_lcpB-OvvJeopIqZWsHD00qHoZHbjAT42HgJDd41wlzHQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.343361,
Ugxz6afNzhTqieqdxu94AaABAg.AJSuY6YvuhZAJTbShwhSuD,ini mah tim yang di jelaskan dari vidio ini,1 hari yang lalu,@M1_ARMATA,UCYe4iwPNTI2X2sIkYLo9Jkw,0,,https://yt3.ggpht.com/__IPWaPBkBzSLVtM2i_tbdLNFDyAB0wGExLKBSZWwsad_6mZPMGKbTAo7O2uKmZIDidvVulBImE=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.346449,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSr38Japgs,Cerdas apanya    dia cuma botak buzzer nyeponk pemerintah,1 hari yang lalu,@otakotakbangjim5884,UCgsiN8q4tLgJNoYEA6g4iRA,5,,https://yt3.ggpht.com/ytc/AIdro_mY8E2H8MzRB1WuHDUxYaNkZzczprnelvuKfVmgAD84j6BYXs-S1dBV_qjRfgHcyJL0jw=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.565723,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSsLJwe29J,"Buahahaa..
Iya in aja buahahahaa ..",1 hari yang lalu,@KOMENBEBAS-s8u,UCqAWs4u3PM9G36QjMikjHIA,4,,https://yt3.ggpht.com/ytc/AIdro_n7417ek-18wzJI3ZENBm0JLEsWrCcksbQ7WKdHv1tzFUdXjGULqP2rM3Knc8d3lEC4qw=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.570642,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSsihxT30G, @otakotakbangjim5884  arogan2 wkwkw kasian idupnya,1 hari yang lalu,@XTRTrader,UCWMT5At6j4UKoz8p1e1iNbA,22,,https://yt3.ggpht.com/3djHS8WCBjsbvlo_RSqcje4-CnDmSzyRuIz8x5J3N1h7zj3aFwqmVITBeoAx2GhRifDpMusumeM=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.57364,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJStlSCNkc_,Alus banget nyindir nya wkwk,1 hari yang lalu,@yuandhika-c4u,UCDqez6cyOX2_QTJlCpHATCQ,2,,https://yt3.ggpht.com/ytc/AIdro_lwnn1TI-7gG_2H7YnkE1L6a8QPuwEMk_uB8-Z5hcVyTtcqKlSjKy5VnQ3yuYhc2UG17Q=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.57564,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSu2C0lfXJ, @otakotakbangjim5884 Setidaknyaa diaa lebih sukses dr andaaaa 😅😅😅😅 😊,1 hari yang lalu,@YantiPwt-z1x,UC7hTLwr3p0W0aEyv5bu5mrw,8,,https://yt3.ggpht.com/ytc/AIdro_lAnWXoQXSpNvvE_AcXpQWRgZhKkSFf1lxmhyOMabzmig_ZscSfbTZuInp2bg4XYctXVg=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.57864,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSuxiwozbI,om ded kurang ngalir banyak ngecut loncat pertanyaan ...,1 hari yang lalu,@masdataid,UCsvyn8VKhhwNApONlxSzlxw,2,,https://yt3.ggpht.com/ytc/AIdro_mzwk73fmnfDwFs4aca8l6kkQx6GyTAVAtENSyHlH_Zex_oOyaCVbcQl_w7mzDMX7MLRg=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.908581,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSvR1rH9Bw,Copy paste quote org luar dan jual kelas = cerdas 😂 plagiat dan MLM baru iya 😂,1 hari yang lalu,@shinjiiiii,UCHsrTHODYg7ODrNFi1FXRfQ,3,,https://yt3.ggpht.com/EF14P9Z0DV_7QdHx-UnZSOeQO3Nj8Eh7HF-HLuvonGUvtDVcA1KMa2attiLOZWJPoESaaB_F=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.913593,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSvkjY2z1h,PODCAST DENNY SUMARGO YA?,1 hari yang lalu,@ayubtjandra,UCCi0YVlmvVskBHWhOojVP5A,4,,https://yt3.ggpht.com/1M-3tW3W419FgXS4N9jPmx2oJlgTB-uvLJbJBRJ_rn2cmJnJ2t-jM0g5O9AQRJQRMjqb0doE3Q=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.91558,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSwABmk1_T,​ @shinjiiiii wkwkkw 😂 kalo lu tau caranya knp lu masih miskin?,1 hari yang lalu,@verve6024,UCwRL6RKguqx70-TdhqD_vTg,8,,https://yt3.ggpht.com/ytc/AIdro_nR5qhsP66q7W8ISAnLJ510rDRJLvaut6wZBk-ItCXadlE=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.920582,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSwZ6-ThJD,​ @verve6024 wkwkwk..dalem banget sih ini 😅,1 hari yang lalu,@RandiArt,UCa_NfMQPA_MflfmDPexbbEA,3,,https://yt3.ggpht.com/fmItPE0gZLwJzJzI4VzU1XX7USmGtDCcY603048-R_8U7lJ8vXWNIfUpVSFj7LkKX690bWSN=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.92358,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSyG4SiTb4,​ @otakotakbangjim5884  Baru aja di Bahas arogansi demi status😂,1 hari yang lalu,@AnelIrpontriatmo-mt5rp,UCRG3aC0Xvkyr46f-icFeM3A,3,,https://yt3.ggpht.com/Ll2dTrpnUD4ellpyJAdenA9dW3Qv8G74sRWR5fK6pAFGrVxrTWHaLyBNSPnVgEZ-fUt5U7N23w=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.926665,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSyS3aJ200,​ @RandiArt  wkwkwk orang indo tuh lucu2  bilang dia kaya dari jualan kelas lah kalo lu tau caranya kenapa lu masih miskin? sederhana tapi mereka ga bisa jawab 😂,1 hari yang lalu,@verve6024,UCwRL6RKguqx70-TdhqD_vTg,5,,https://yt3.ggpht.com/ytc/AIdro_nR5qhsP66q7W8ISAnLJ510rDRJLvaut6wZBk-ItCXadlE=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.928659,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJSzH-rMVnS,Deni nurmagedov ya,1 hari yang lalu,@alexsalasibrahim6889,UCoM1N1qhUz-os_JtFrNitpg,1,,https://yt3.ggpht.com/1tswb_5wCbU69WyXequhOAbBT85BOSj7b4sxkEJ75sM4rD7kgdZpAamEj67Ofd8g1akItSgR9qM=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.931633,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJT0fMAkjt0,Terdiam wkwkw 😂​ @shinjiiiii ,1 hari yang lalu,@Faktaunikk607,UC_OpcPE_uE43E_gPazuBr9g,3,,https://yt3.ggpht.com/Ti4fzPZSQy4n7K2l1upzEwSrI2j4eVw8446vvkJhP43nA9Me0HWcWHUwv-SVrFvhypG89rNIzQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.934598,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJT0pY7u8T_,​ @shinjiiiii lu ga nyoba juga bang jualan kelas kaya dia? Biar bisa jadi kaya juga?,1 hari yang lalu,@boiii_283,UCLo9xI7w9XPiN1dq8Wx7l6g,3,,https://yt3.ggpht.com/zkVTU0I9HrRch3UxqxaOhYIYZVF6ftfuuGGmUSvbE6sKNkASkPFPRG4C3vwjmuTd1fqSnz0QNQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.939588,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJT3GVeZGL_,bener ambill motivasinya jangan ambil kelas bitcoinya kalo miskin,1 hari yang lalu,@TXTFILM96,UCuYpryjQkotq6REkU524grA,1,,https://yt3.ggpht.com/ytc/AIdro_ntgPrUcHyzZ9-vVtMugfOvEyfrYUXSF9CNTYHBl3ld87eoFostv-kIwHbSagae3U3GEw=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.942668,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJT5Mz14W3_,Ya densu kan o'on gk cerdas kyk dedi,1 hari yang lalu,@Agung693,UCOfYKN-XHYvNOqybNhqIXHw,1,,https://yt3.ggpht.com/vHrLIKj4JCH75AhRrCrrgO8-vZyK_SOJff72bg7wJ3ZzTFO4vv3g6U6JSNZbyqt2Yr2j6a-O3w=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.944675,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJT618fVuDY,Setuju 👍🏻,1 hari yang lalu,@BLGShipping,UCTQhqBWCMBTXBLvQGDxShaQ,0,,https://yt3.ggpht.com/I2gDo-8k5w2qE8dLFLrlbuXCr890vxZ2RzPTFScDV2FSjE0Rg65XiYQIzgjgDtgR6dDVhl_Msg=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.946672,
UgydjREqO3vWAE8CKnB4AaABAg.AJSqICFy7vwAJTAWaRHnIB,JANGAN DI TONTON BLOK,1 hari yang lalu,@dom-p6m,UC39jY7RoZndw30NnLBCUvQQ,0,,https://yt3.ggpht.com/iykaVmbH2oRWNMZCFpc3hjoFj5-PYGEyqbomelqQaubmTJtJalKNJwefbq0HnVb-OY4okmWlcyU=s88-c-k-c0x00ffffff-no-rj,False,True,1750165704.951093,
